"","term","gene"
"9844","Keratinocytes%HPCA%2.txt16","LAD1"
"9845","Keratinocytes%HPCA%2.txt17","PGF"
"9846","Keratinocytes%HPCA%2.txt18","PI3"
"9847","Keratinocytes%HPCA%2.txt19","SERPINB5"
"9848","Keratinocytes%HPCA%2.txt20","PKP1"
"9849","Keratinocytes%HPCA%2.txt21","PLA2G4A"
"9850","Keratinocytes%HPCA%2.txt22","PRSS8"
"9851","Keratinocytes%HPCA%2.txt23","PTK6"
"9852","Keratinocytes%HPCA%2.txt24","SLC6A11"
"9853","Keratinocytes%HPCA%2.txt25","SLC12A4"
"9854","Keratinocytes%HPCA%2.txt26","SOX15"
"9855","Keratinocytes%HPCA%2.txt27","SULT2B1"
"9856","Keratinocytes%HPCA%2.txt28","CORO2A"
"9857","Keratinocytes%HPCA%2.txt29","LY6D"
"9858","Keratinocytes%HPCA%2.txt30","CLCA2"
"9859","Keratinocytes%HPCA%2.txt31","FGFBP1"
"9860","Keratinocytes%HPCA%2.txt32","AP1M2"
"9861","Keratinocytes%HPCA%2.txt33","CNKSR1"
"9862","Keratinocytes%HPCA%2.txt34","B3GNT3"
"9863","Keratinocytes%HPCA%2.txt35","PRMT5"
"9864","Keratinocytes%HPCA%2.txt36","FST"
"9865","Keratinocytes%HPCA%2.txt37","DUSP14"
"9866","Keratinocytes%HPCA%2.txt38","LPAR3"
"9867","Keratinocytes%HPCA%2.txt39","FLRT3"
"9868","Keratinocytes%HPCA%2.txt40","TFCP2L1"
"9869","Keratinocytes%HPCA%2.txt41","HES2"
"9870","Keratinocytes%HPCA%2.txt42","TMEM40"
"9871","Keratinocytes%HPCA%2.txt43","FGD6"
"9872","Keratinocytes%HPCA%2.txt44","LTB4R2"
"9873","Keratinocytes%HPCA%2.txt45","RAB25"
"9874","Keratinocytes%HPCA%2.txt46","S100A14"
"9875","Keratinocytes%HPCA%2.txt47","DLK2"
"9876","Keratinocytes%HPCA%2.txt48","C1orf116"
"9877","Keratinocytes%HPCA%2.txt49","MMP28"
"9878","Keratinocytes%HPCA%2.txt50","ZBED2"
"9879","Keratinocytes%HPCA%2.txt51","ZNF750"
"9880","Keratinocytes%HPCA%2.txt52","GJB4"
"9881","Keratinocytes%HPCA%2.txt53","KRT6C"
"9882","Keratinocytes%HPCA%3.txt1","BDKRB2"
"9883","Keratinocytes%HPCA%3.txt2","CALML3"
"9884","Keratinocytes%HPCA%3.txt3","CSTA"
"9885","Keratinocytes%HPCA%3.txt4","DSC3"
"9886","Keratinocytes%HPCA%3.txt5","DSG3"
"9887","Keratinocytes%HPCA%3.txt6","F3"
"9888","Keratinocytes%HPCA%3.txt7","GJB3"
"9889","Keratinocytes%HPCA%3.txt8","GJB5"
"9890","Keratinocytes%HPCA%3.txt9","SFN"
"9891","Keratinocytes%HPCA%3.txt10","IL1A"
"9892","Keratinocytes%HPCA%3.txt11","IRF6"
"9893","Keratinocytes%HPCA%3.txt12","JAG2"
"9894","Keratinocytes%HPCA%3.txt13","KRT5"
"9895","Keratinocytes%HPCA%3.txt14","KRT6B"
"9896","Keratinocytes%HPCA%3.txt15","KRT14"
"9897","Keratinocytes%HPCA%3.txt16","LAD1"
"9898","Keratinocytes%HPCA%3.txt17","MST1R"
"9899","Keratinocytes%HPCA%3.txt18","PI3"
"9900","Keratinocytes%HPCA%3.txt19","SERPINB5"
"9901","Keratinocytes%HPCA%3.txt20","PKP1"
"9902","Keratinocytes%HPCA%3.txt21","PTK6"
"9903","Keratinocytes%HPCA%3.txt22","SOX15"
"9904","Keratinocytes%HPCA%3.txt23","SULT2B1"
"9905","Keratinocytes%HPCA%3.txt24","CORO2A"
"9906","Keratinocytes%HPCA%3.txt25","LY6D"
"9907","Keratinocytes%HPCA%3.txt26","CLCA2"
"9908","Keratinocytes%HPCA%3.txt27","FGFBP1"
"9909","Keratinocytes%HPCA%3.txt28","AP1M2"
"9910","Keratinocytes%HPCA%3.txt29","CNKSR1"
"9911","Keratinocytes%HPCA%3.txt30","B3GNT3"
"9912","Keratinocytes%HPCA%3.txt31","PRMT5"
"9913","Keratinocytes%HPCA%3.txt32","FST"
"9914","Keratinocytes%HPCA%3.txt33","LPAR3"
"9915","Keratinocytes%HPCA%3.txt34","TFCP2L1"
"9916","Keratinocytes%HPCA%3.txt35","HES2"
"9917","Keratinocytes%HPCA%3.txt36","TMEM40"
"9918","Keratinocytes%HPCA%3.txt37","FGD6"
"9919","Keratinocytes%HPCA%3.txt38","LTB4R2"
"9920","Keratinocytes%HPCA%3.txt39","RAB25"
"9921","Keratinocytes%HPCA%3.txt40","S100A14"
"9922","Keratinocytes%HPCA%3.txt41","C1orf116"
"9923","Keratinocytes%HPCA%3.txt42","MMP28"
"9924","Keratinocytes%HPCA%3.txt43","ZBED2"
"9925","Keratinocytes%HPCA%3.txt44","ZNF750"
"9926","Keratinocytes%HPCA%3.txt45","GJB4"
"9927","Keratinocytes%HPCA%3.txt46","KRT6C"
"9928","ly Endothelial cells%FANTOM%1.txt1","FLT4"
"9929","ly Endothelial cells%FANTOM%1.txt2","HYAL2"
"9930","ly Endothelial cells%FANTOM%1.txt3","CLEC1A"
"9931","ly Endothelial cells%FANTOM%1.txt4","SOX18"
"9932","ly Endothelial cells%FANTOM%1.txt5","ROBO4"
"9933","ly Endothelial cells%FANTOM%1.txt6","CXorf36"
"9934","ly Endothelial cells%FANTOM%1.txt7","MYCT1"
"9935","ly Endothelial cells%FANTOM%1.txt8","KANK3"
"9936","ly Endothelial cells%FANTOM%2.txt1","ACVRL1"
"9937","ly Endothelial cells%FANTOM%2.txt2","ANGPT2"
"9938","ly Endothelial cells%FANTOM%2.txt3","RHOC"
"9939","ly Endothelial cells%FANTOM%2.txt4","BMX"
"9940","ly Endothelial cells%FANTOM%2.txt5","CETP"
"9941","ly Endothelial cells%FANTOM%2.txt6","ERG"
"9942","ly Endothelial cells%FANTOM%2.txt7","FLT4"
"9943","ly Endothelial cells%FANTOM%2.txt8","FUS"
"9944","ly Endothelial cells%FANTOM%2.txt9","GPR4"
"9945","ly Endothelial cells%FANTOM%2.txt10","KDR"
"9946","ly Endothelial cells%FANTOM%2.txt11","MYL2"
"9947","ly Endothelial cells%FANTOM%2.txt12","NOTCH4"
"9948","ly Endothelial cells%FANTOM%2.txt13","RALA"
"9949","ly Endothelial cells%FANTOM%2.txt14","MAPK12"
"9950","ly Endothelial cells%FANTOM%2.txt15","TEK"
"9951","ly Endothelial cells%FANTOM%2.txt16","TIE1"
"9952","ly Endothelial cells%FANTOM%2.txt17","CLDN5"
"9953","ly Endothelial cells%FANTOM%2.txt18","HYAL2"
"9954","ly Endothelial cells%FANTOM%2.txt19","TNFSF18"
"9955","ly Endothelial cells%FANTOM%2.txt20","KALRN"
"9956","ly Endothelial cells%FANTOM%2.txt21","FEZ2"
"9957","ly Endothelial cells%FANTOM%2.txt22","SEMA6B"
"9958","ly Endothelial cells%FANTOM%2.txt23","LYVE1"
"9959","ly Endothelial cells%FANTOM%2.txt24","ARHGEF15"
"9960","ly Endothelial cells%FANTOM%2.txt25","MMRN1"
"9961","ly Endothelial cells%FANTOM%2.txt26","CD93"
"9962","ly Endothelial cells%FANTOM%2.txt27","N4BP3"
"9963","ly Endothelial cells%FANTOM%2.txt28","CLEC1A"
"9964","ly Endothelial cells%FANTOM%2.txt29","EMCN"
"9965","ly Endothelial cells%FANTOM%2.txt30","SOX18"
"9966","ly Endothelial cells%FANTOM%2.txt31","ROBO4"
"9967","ly Endothelial cells%FANTOM%2.txt32","RASIP1"
"9968","ly Endothelial cells%FANTOM%2.txt33","TMEM39B"
"9969","ly Endothelial cells%FANTOM%2.txt34","POMGNT1"
"9970","ly Endothelial cells%FANTOM%2.txt35","MRPL17"
"9971","ly Endothelial cells%FANTOM%2.txt36","CXorf36"
"9972","ly Endothelial cells%FANTOM%2.txt37","MMRN2"
"9973","ly Endothelial cells%FANTOM%2.txt38","MYCT1"
"9974","ly Endothelial cells%FANTOM%2.txt39","NETO2"
"9975","ly Endothelial cells%FANTOM%2.txt40","PLVAP"
"9976","ly Endothelial cells%FANTOM%2.txt41","KANK3"
"9977","ly Endothelial cells%FANTOM%3.txt1","ANGPT2"
"9978","ly Endothelial cells%FANTOM%3.txt2","FLT4"
"9979","ly Endothelial cells%FANTOM%3.txt3","MAPK12"
"9980","ly Endothelial cells%FANTOM%3.txt4","TEK"
"9981","ly Endothelial cells%FANTOM%3.txt5","HYAL2"
"9982","ly Endothelial cells%FANTOM%3.txt6","KALRN"
"9983","ly Endothelial cells%FANTOM%3.txt7","FEZ2"
"9984","ly Endothelial cells%FANTOM%3.txt8","CLEC1A"
"9985","ly Endothelial cells%FANTOM%3.txt9","SOX18"
"9986","ly Endothelial cells%FANTOM%3.txt10","ROBO4"
"9987","ly Endothelial cells%FANTOM%3.txt11","CXorf36"
"9988","ly Endothelial cells%FANTOM%3.txt12","MYCT1"
"9989","ly Endothelial cells%FANTOM%3.txt13","KANK3"
"9990","ly Endothelial cells%HPCA%1.txt1","GJA4"
"9991","ly Endothelial cells%HPCA%1.txt2","SELE"
"9992","ly Endothelial cells%HPCA%1.txt3","TIE1"
"9993","ly Endothelial cells%HPCA%1.txt4","CLDN5"
"9994","ly Endothelial cells%HPCA%1.txt5","VWF"
"9995","ly Endothelial cells%HPCA%1.txt6","HYAL2"
"9996","ly Endothelial cells%HPCA%1.txt7","TNFSF18"
"9997","ly Endothelial cells%HPCA%1.txt8","ARHGEF15"
"9998","ly Endothelial cells%HPCA%1.txt9","CLEC1A"
"9999","ly Endothelial cells%HPCA%1.txt10","ROBO4"
"10000","ly Endothelial cells%HPCA%1.txt11","MMRN2"
"10001","ly Endothelial cells%HPCA%1.txt12","KANK3"
"10002","ly Endothelial cells%HPCA%2.txt1","GJA4"
"10003","ly Endothelial cells%HPCA%2.txt2","SELE"
"10004","ly Endothelial cells%HPCA%2.txt3","TIE1"
"10005","ly Endothelial cells%HPCA%2.txt4","CLDN5"
"10006","ly Endothelial cells%HPCA%2.txt5","VWF"
"10007","ly Endothelial cells%HPCA%2.txt6","TNFSF18"
"10008","ly Endothelial cells%HPCA%2.txt7","ROBO4"
"10009","ly Endothelial cells%HPCA%2.txt8","MMRN2"
"10010","ly Endothelial cells%HPCA%2.txt9","KANK3"
"10011","ly Endothelial cells%HPCA%3.txt1","FLT4"
"10012","ly Endothelial cells%HPCA%3.txt2","GJA4"
"10013","ly Endothelial cells%HPCA%3.txt3","SELE"
"10014","ly Endothelial cells%HPCA%3.txt4","TIE1"
"10015","ly Endothelial cells%HPCA%3.txt5","CLDN5"
"10016","ly Endothelial cells%HPCA%3.txt6","TPM3"
"10017","ly Endothelial cells%HPCA%3.txt7","VWF"
"10018","ly Endothelial cells%HPCA%3.txt8","HYAL2"
"10019","ly Endothelial cells%HPCA%3.txt9","TNFSF18"
"10020","ly Endothelial cells%HPCA%3.txt10","ARHGEF15"
"10021","ly Endothelial cells%HPCA%3.txt11","CLEC1A"
"10022","ly Endothelial cells%HPCA%3.txt12","ROBO4"
"10023","ly Endothelial cells%HPCA%3.txt13","MMRN2"
"10024","ly Endothelial cells%HPCA%3.txt14","KANK3"
"10025","Macrophages M1%BLUEPRINT%1.txt1","ACP2"
"10026","Macrophages M1%BLUEPRINT%1.txt2","ABCD1"
"10027","Macrophages M1%BLUEPRINT%1.txt3","C1QA"
"10028","Macrophages M1%BLUEPRINT%1.txt4","FDX1"
"10029","Macrophages M1%BLUEPRINT%1.txt5","CCL22"
"10030","Macrophages M1%BLUEPRINT%1.txt6","CD163"
"10031","Macrophages M1%BLUEPRINT%1.txt7","SCAMP2"
"10032","Macrophages M1%BLUEPRINT%1.txt8","ADAMDEC1"
"10033","Macrophages M1%BLUEPRINT%1.txt9","ARL8B"
"10034","Macrophages M1%BLUEPRINT%1.txt10","HAMP"
"10035","Macrophages M1%BLUEPRINT%2.txt1","ACP2"
"10036","Macrophages M1%BLUEPRINT%2.txt2","ABCD1"
"10037","Macrophages M1%BLUEPRINT%2.txt3","FDX1"
"10038","Macrophages M1%BLUEPRINT%2.txt4","CCL8"
"10039","Macrophages M1%BLUEPRINT%2.txt5","CCL22"
"10040","Macrophages M1%BLUEPRINT%2.txt6","CD163"
"10041","Macrophages M1%BLUEPRINT%2.txt7","ADAMDEC1"
"10042","Macrophages M1%BLUEPRINT%2.txt8","TREM2"
"10043","Macrophages M1%BLUEPRINT%2.txt9","HAMP"
"10044","Macrophages M1%BLUEPRINT%3.txt1","ACP2"
"10045","Macrophages M1%BLUEPRINT%3.txt2","ADRA2B"
"10046","Macrophages M1%BLUEPRINT%3.txt3","ALCAM"
"10047","Macrophages M1%BLUEPRINT%3.txt4","ABCD1"
"10048","Macrophages M1%BLUEPRINT%3.txt5","ATOX1"
"10049","Macrophages M1%BLUEPRINT%3.txt6","ATP6V0C"
"10050","Macrophages M1%BLUEPRINT%3.txt7","ATP6V1E1"
"10051","Macrophages M1%BLUEPRINT%3.txt8","BLVRA"
"10052","Macrophages M1%BLUEPRINT%3.txt9","C1QA"
"10053","Macrophages M1%BLUEPRINT%3.txt10","CD48"
"10054","Macrophages M1%BLUEPRINT%3.txt11","CD63"
"10055","Macrophages M1%BLUEPRINT%3.txt12","CLCN7"
"10056","Macrophages M1%BLUEPRINT%3.txt13","TPP1"
"10057","Macrophages M1%BLUEPRINT%3.txt14","CLTC"
"10058","Macrophages M1%BLUEPRINT%3.txt15","CCR1"
"10059","Macrophages M1%BLUEPRINT%3.txt16","CMKLR1"
"10060","Macrophages M1%BLUEPRINT%3.txt17","SLC31A1"
"10061","Macrophages M1%BLUEPRINT%3.txt18","COX5B"
"10062","Macrophages M1%BLUEPRINT%3.txt19","FCER1G"
"10063","Macrophages M1%BLUEPRINT%3.txt20","FDX1"
"10064","Macrophages M1%BLUEPRINT%3.txt21","FOLR2"
"10065","Macrophages M1%BLUEPRINT%3.txt22","FPR3"
"10066","Macrophages M1%BLUEPRINT%3.txt23","FTL"
"10067","Macrophages M1%BLUEPRINT%3.txt24","HEXB"
"10068","Macrophages M1%BLUEPRINT%3.txt25","HK3"
"10069","Macrophages M1%BLUEPRINT%3.txt26","IL10"
"10070","Macrophages M1%BLUEPRINT%3.txt27","IL12B"
"10071","Macrophages M1%BLUEPRINT%3.txt28","ITGAE"
"10072","Macrophages M1%BLUEPRINT%3.txt29","LAIR1"
"10073","Macrophages M1%BLUEPRINT%3.txt30","CXCL9"
"10074","Macrophages M1%BLUEPRINT%3.txt31","MMP19"
"10075","Macrophages M1%BLUEPRINT%3.txt32","NARS"
"10076","Macrophages M1%BLUEPRINT%3.txt33","NDUFS2"
"10077","Macrophages M1%BLUEPRINT%3.txt34","P2RX7"
"10078","Macrophages M1%BLUEPRINT%3.txt35","PDCL"
"10079","Macrophages M1%BLUEPRINT%3.txt36","MAPK13"
"10080","Macrophages M1%BLUEPRINT%3.txt37","PTGIR"
"10081","Macrophages M1%BLUEPRINT%3.txt38","PTPRA"
"10082","Macrophages M1%BLUEPRINT%3.txt39","RELA"
"10083","Macrophages M1%BLUEPRINT%3.txt40","CCL7"
"10084","Macrophages M1%BLUEPRINT%3.txt41","CCL8"
"10085","Macrophages M1%BLUEPRINT%3.txt42","CCL19"
"10086","Macrophages M1%BLUEPRINT%3.txt43","CCL22"
"10087","Macrophages M1%BLUEPRINT%3.txt44","SRC"
"10088","Macrophages M1%BLUEPRINT%3.txt45","STX4"
"10089","Macrophages M1%BLUEPRINT%3.txt46","TCEB1"
"10090","Macrophages M1%BLUEPRINT%3.txt47","TFRC"
"10091","Macrophages M1%BLUEPRINT%3.txt48","AGPS"
"10092","Macrophages M1%BLUEPRINT%3.txt49","MARCO"
"10093","Macrophages M1%BLUEPRINT%3.txt50","SNX3"
"10094","Macrophages M1%BLUEPRINT%3.txt51","CD84"
"10095","Macrophages M1%BLUEPRINT%3.txt52","USP14"
"10096","Macrophages M1%BLUEPRINT%3.txt53","ITGB1BP1"
"10097","Macrophages M1%BLUEPRINT%3.txt54","ATP6V1F"
"10098","Macrophages M1%BLUEPRINT%3.txt55","TRIP4"
"10099","Macrophages M1%BLUEPRINT%3.txt56","CD163"
"10100","Macrophages M1%BLUEPRINT%3.txt57","CIAO1"
"10101","Macrophages M1%BLUEPRINT%3.txt58","WTAP"
"10102","Macrophages M1%BLUEPRINT%3.txt59","ARHGEF11"
"10103","Macrophages M1%BLUEPRINT%3.txt60","ABI1"
"10104","Macrophages M1%BLUEPRINT%3.txt61","SCAMP2"
"10105","Macrophages M1%BLUEPRINT%3.txt62","ACTR2"
"10106","Macrophages M1%BLUEPRINT%3.txt63","BCAP31"
"10107","Macrophages M1%BLUEPRINT%3.txt64","ZMPSTE24"
"10108","Macrophages M1%BLUEPRINT%3.txt65","BCKDK"
"10109","Macrophages M1%BLUEPRINT%3.txt66","EXOC5"
"10110","Macrophages M1%BLUEPRINT%3.txt67","STIP1"
"10111","Macrophages M1%BLUEPRINT%3.txt68","UQCR11"
"10112","Macrophages M1%BLUEPRINT%3.txt69","SDS"
"10113","Macrophages M1%BLUEPRINT%3.txt70","LILRB4"
"10114","Macrophages M1%BLUEPRINT%3.txt71","OGFR"
"10115","Macrophages M1%BLUEPRINT%3.txt72","TFEC"
"10116","Macrophages M1%BLUEPRINT%3.txt73","FKBP15"
"10117","Macrophages M1%BLUEPRINT%3.txt74","DNAJC13"
"10118","Macrophages M1%BLUEPRINT%3.txt75","TDRD7"
"10119","Macrophages M1%BLUEPRINT%3.txt76","STX12"
"10120","Macrophages M1%BLUEPRINT%3.txt77","IL17RA"
"10121","Macrophages M1%BLUEPRINT%3.txt78","ABTB2"
"10122","Macrophages M1%BLUEPRINT%3.txt79","FAM32A"
"10123","Macrophages M1%BLUEPRINT%3.txt80","SIGLEC7"
"10124","Macrophages M1%BLUEPRINT%3.txt81","SIGLEC9"
"10125","Macrophages M1%BLUEPRINT%3.txt82","ADAMDEC1"
"10126","Macrophages M1%BLUEPRINT%3.txt83","CECR5"
"10127","Macrophages M1%BLUEPRINT%3.txt84","SLC25A24"
"10128","Macrophages M1%BLUEPRINT%3.txt85","NRBP1"
"10129","Macrophages M1%BLUEPRINT%3.txt86","MS4A4A"
"10130","Macrophages M1%BLUEPRINT%3.txt87","TREM2"
"10131","Macrophages M1%BLUEPRINT%3.txt88","OTUD4"
"10132","Macrophages M1%BLUEPRINT%3.txt89","PQLC2"
"10133","Macrophages M1%BLUEPRINT%3.txt90","HAUS2"
"10134","Macrophages M1%BLUEPRINT%3.txt91","ARL8B"
"10135","Macrophages M1%BLUEPRINT%3.txt92","NECAP2"
"10136","Macrophages M1%BLUEPRINT%3.txt93","WDR11"
"10137","Macrophages M1%BLUEPRINT%3.txt94","ZC3H15"
"10138","Macrophages M1%BLUEPRINT%3.txt95","CCDC47"
"10139","Macrophages M1%BLUEPRINT%3.txt96","UTP3"
"10140","Macrophages M1%BLUEPRINT%3.txt97","MRS2"
"10141","Macrophages M1%BLUEPRINT%3.txt98","HAMP"
"10142","Macrophages M1%BLUEPRINT%3.txt99","MRPL40"
"10143","Macrophages M1%BLUEPRINT%3.txt100","VPS33A"
"10144","Macrophages M1%BLUEPRINT%3.txt101","CORO7"
"10145","Macrophages M1%BLUEPRINT%3.txt102","LIMD2"
"10146","Macrophages M1%BLUEPRINT%3.txt103","TMX1"
"10147","Macrophages M1%BLUEPRINT%3.txt104","DOT1L"
"10148","Macrophages M1%BLUEPRINT%3.txt105","ADO"
"10149","Macrophages M1%BLUEPRINT%3.txt106","ADCK2"
"10150","Macrophages M1%FANTOM%1.txt1","ACP2"
"10151","Macrophages M1%FANTOM%1.txt2","ADRA2B"
"10152","Macrophages M1%FANTOM%1.txt3","ALCAM"
"10153","Macrophages M1%FANTOM%1.txt4","TSPO"
"10154","Macrophages M1%FANTOM%1.txt5","C3AR1"
"10155","Macrophages M1%FANTOM%1.txt6","DAGLA"
"10156","Macrophages M1%FANTOM%1.txt7","CALR"
"10157","Macrophages M1%FANTOM%1.txt8","CHIT1"
"10158","Macrophages M1%FANTOM%1.txt9","CYBB"
"10159","Macrophages M1%FANTOM%1.txt10","CYC1"
"10160","Macrophages M1%FANTOM%1.txt11","CYP19A1"
"10161","Macrophages M1%FANTOM%1.txt12","DLAT"
"10162","Macrophages M1%FANTOM%1.txt13","FCER1G"
"10163","Macrophages M1%FANTOM%1.txt14","GP1BA"
"10164","Macrophages M1%FANTOM%1.txt15","GPD1"
"10165","Macrophages M1%FANTOM%1.txt16","IFNAR1"
"10166","Macrophages M1%FANTOM%1.txt17","IL10"
"10167","Macrophages M1%FANTOM%1.txt18","KCNJ5"
"10168","Macrophages M1%FANTOM%1.txt19","KIFC3"
"10169","Macrophages M1%FANTOM%1.txt20","MT2A"
"10170","Macrophages M1%FANTOM%1.txt21","MYBPH"
"10171","Macrophages M1%FANTOM%1.txt22","MYH11"
"10172","Macrophages M1%FANTOM%1.txt23","MYO7A"
"10173","Macrophages M1%FANTOM%1.txt24","P2RX7"
"10174","Macrophages M1%FANTOM%1.txt25","PRDX1"
"10175","Macrophages M1%FANTOM%1.txt26","RAB3IL1"
"10176","Macrophages M1%FANTOM%1.txt27","RNH1"
"10177","Macrophages M1%FANTOM%1.txt28","MRPL12"
"10178","Macrophages M1%FANTOM%1.txt29","CCL1"
"10179","Macrophages M1%FANTOM%1.txt30","CCL7"
"10180","Macrophages M1%FANTOM%1.txt31","CCL8"
"10181","Macrophages M1%FANTOM%1.txt32","CCL24"
"10182","Macrophages M1%FANTOM%1.txt33","SRC"
"10183","Macrophages M1%FANTOM%1.txt34","VIM"
"10184","Macrophages M1%FANTOM%1.txt35","RRP1"
"10185","Macrophages M1%FANTOM%1.txt36","MARCO"
"10186","Macrophages M1%FANTOM%1.txt37","S1PR2"
"10187","Macrophages M1%FANTOM%1.txt38","AP1M2"
"10188","Macrophages M1%FANTOM%1.txt39","ACTR3"
"10189","Macrophages M1%FANTOM%1.txt40","LILRB1"
"10190","Macrophages M1%FANTOM%1.txt41","AFG3L2"
"10191","Macrophages M1%FANTOM%1.txt42","SDS"
"10192","Macrophages M1%FANTOM%1.txt43","LILRB4"
"10193","Macrophages M1%FANTOM%1.txt44","EMILIN1"
"10194","Macrophages M1%FANTOM%1.txt45","VSIG4"
"10195","Macrophages M1%FANTOM%1.txt46","HSPB7"
"10196","Macrophages M1%FANTOM%1.txt47","COQ2"
"10197","Macrophages M1%FANTOM%1.txt48","ADAMDEC1"
"10198","Macrophages M1%FANTOM%1.txt49","CECR5"
"10199","Macrophages M1%FANTOM%1.txt50","WSB2"
"10200","Macrophages M1%FANTOM%1.txt51","SLAMF8"
"10201","Macrophages M1%FANTOM%1.txt52","DNASE2B"
"10202","Macrophages M1%FANTOM%1.txt53","CLPB"
"10203","Macrophages M1%FANTOM%1.txt54","MFSD7"
"10204","Macrophages M1%FANTOM%1.txt55","ADCK2"
"10205","Macrophages M1%FANTOM%2.txt1","ACP2"
"10206","Macrophages M1%FANTOM%2.txt2","ADCY3"
"10207","Macrophages M1%FANTOM%2.txt3","ADRA2B"
"10208","Macrophages M1%FANTOM%2.txt4","ALCAM"
"10209","Macrophages M1%FANTOM%2.txt5","TSPO"
"10210","Macrophages M1%FANTOM%2.txt6","C1QA"
"10211","Macrophages M1%FANTOM%2.txt7","C1QB"
"10212","Macrophages M1%FANTOM%2.txt8","C3AR1"
"10213","Macrophages M1%FANTOM%2.txt9","DAGLA"
"10214","Macrophages M1%FANTOM%2.txt10","CD63"
"10215","Macrophages M1%FANTOM%2.txt11","CHIT1"
"10216","Macrophages M1%FANTOM%2.txt12","CMKLR1"
"10217","Macrophages M1%FANTOM%2.txt13","SLC31A1"
"10218","Macrophages M1%FANTOM%2.txt14","CSF1"
"10219","Macrophages M1%FANTOM%2.txt15","CSF1R"
"10220","Macrophages M1%FANTOM%2.txt16","CYBB"
"10221","Macrophages M1%FANTOM%2.txt17","CYC1"
"10222","Macrophages M1%FANTOM%2.txt18","CYP19A1"
"10223","Macrophages M1%FANTOM%2.txt19","FANCE"
"10224","Macrophages M1%FANTOM%2.txt20","FCER1G"
"10225","Macrophages M1%FANTOM%2.txt21","FDX1"
"10226","Macrophages M1%FANTOM%2.txt22","FPR3"
"10227","Macrophages M1%FANTOM%2.txt23","FTL"
"10228","Macrophages M1%FANTOM%2.txt24","GP1BA"
"10229","Macrophages M1%FANTOM%2.txt25","GPD1"
"10230","Macrophages M1%FANTOM%2.txt26","HEXB"
"10231","Macrophages M1%FANTOM%2.txt27","IL10"
"10232","Macrophages M1%FANTOM%2.txt28","KCNJ1"
"10233","Macrophages M1%FANTOM%2.txt29","KCNJ5"
"10234","Macrophages M1%FANTOM%2.txt30","KIFC3"
"10235","Macrophages M1%FANTOM%2.txt31","LAMP1"
"10236","Macrophages M1%FANTOM%2.txt32","MMP19"
"10237","Macrophages M1%FANTOM%2.txt33","MSR1"
"10238","Macrophages M1%FANTOM%2.txt34","MT2A"
"10239","Macrophages M1%FANTOM%2.txt35","MYBPH"
"10240","Macrophages M1%FANTOM%2.txt36","MYO7A"
"10241","Macrophages M1%FANTOM%2.txt37","P2RX7"
"10242","Macrophages M1%FANTOM%2.txt38","PRDX1"
"10243","Macrophages M1%FANTOM%2.txt39","RAB3IL1"
"10244","Macrophages M1%FANTOM%2.txt40","MRPL12"
"10245","Macrophages M1%FANTOM%2.txt41","CCL1"
"10246","Macrophages M1%FANTOM%2.txt42","CCL7"
"10247","Macrophages M1%FANTOM%2.txt43","CCL8"
"10248","Macrophages M1%FANTOM%2.txt44","CCL18"
"10249","Macrophages M1%FANTOM%2.txt45","CCL19"
"10250","Macrophages M1%FANTOM%2.txt46","CCL24"
"10251","Macrophages M1%FANTOM%2.txt47","SLC6A12"
"10252","Macrophages M1%FANTOM%2.txt48","SPR"
"10253","Macrophages M1%FANTOM%2.txt49","SRC"
"10254","Macrophages M1%FANTOM%2.txt50","RRP1"
"10255","Macrophages M1%FANTOM%2.txt51","MARCO"
"10256","Macrophages M1%FANTOM%2.txt52","PKD2L1"
"10257","Macrophages M1%FANTOM%2.txt53","S1PR2"
"10258","Macrophages M1%FANTOM%2.txt54","CD163"
"10259","Macrophages M1%FANTOM%2.txt55","LONP1"
"10260","Macrophages M1%FANTOM%2.txt56","AP1M2"
"10261","Macrophages M1%FANTOM%2.txt57","IGSF6"
"10262","Macrophages M1%FANTOM%2.txt58","LILRB1"
"10263","Macrophages M1%FANTOM%2.txt59","SDS"
"10264","Macrophages M1%FANTOM%2.txt60","LILRB4"
"10265","Macrophages M1%FANTOM%2.txt61","EMILIN1"
"10266","Macrophages M1%FANTOM%2.txt62","VSIG4"
"10267","Macrophages M1%FANTOM%2.txt63","TFEC"
"10268","Macrophages M1%FANTOM%2.txt64","PHLDB1"
"10269","Macrophages M1%FANTOM%2.txt65","CYFIP1"
"10270","Macrophages M1%FANTOM%2.txt66","FKBP15"
"10271","Macrophages M1%FANTOM%2.txt67","NCAPH"
"10272","Macrophages M1%FANTOM%2.txt68","MYOF"
"10273","Macrophages M1%FANTOM%2.txt69","HSPB7"
"10274","Macrophages M1%FANTOM%2.txt70","ADAMDEC1"
"10275","Macrophages M1%FANTOM%2.txt71","GLRX2"
"10276","Macrophages M1%FANTOM%2.txt72","NDUFAF1"
"10277","Macrophages M1%FANTOM%2.txt73","SPG21"
"10278","Macrophages M1%FANTOM%2.txt74","MS4A4A"
"10279","Macrophages M1%FANTOM%2.txt75","ATP6V1D"
"10280","Macrophages M1%FANTOM%2.txt76","ATP6V1H"
"10281","Macrophages M1%FANTOM%2.txt77","TREM2"
"10282","Macrophages M1%FANTOM%2.txt78","PQLC2"
"10283","Macrophages M1%FANTOM%2.txt79","TMEM70"
"10284","Macrophages M1%FANTOM%2.txt80","PLEKHB2"
