slide_id,endometrium,myometrium,vessels
GTEX-113JC-2225,-1.4315642848087422,1.4832555279906134,-0.05169124318187122
GTEX-1JN1M-2225,-1.2094209813024834,1.81251846459672,-0.6030974832942367
GTEX-1PBJI-2325,-0.5900750007586999,0.32590577476742416,0.26416922599127574
GTEX-13X6H-1225,-0.6452538465772889,1.264825189347037,-0.619571342769748
GTEX-1LGRB-2225,-3.9371870062028442,2.9796823635231546,0.957504642679689
GTEX-S341-1025,-5.040018236930064,2.167193075846317,2.872825161083746
GTEX-1LH75-1625,-2.972237667774047,1.399533418247361,1.572704249526686
GTEX-1N7R6-2025,-1.329532840610727,1.5178699330096912,-0.18833709239896412
GTEX-PWCY-1425,-1.8116250678011263,1.9615705504895546,-0.1499454826884283
GTEX-T2IS-2225,-0.4134596769225102,1.4173941619221702,-1.00393448499966
GTEX-SN8G-2525,-2.6303678867912454,1.7986260374979215,0.8317418492933247
GTEX-13OVJ-2325,-2.287335510537892,1.9694149534708483,0.31792055706704336
GTEX-1MCC2-1225,0.12086385888580976,1.02287004379023,-1.1437339026760398
GTEX-1CAMS-2025,-1.8966097660084242,1.8504218594946036,0.046187906513820286
